date_stolen,make_name,make_type,vehicle_type,model_year,vehicle_color,region,population,population_density
1/29/2022,Sprite,Standard,Caravan,2007,White,Wellington,543500,67.52
1/29/2022,Trailer,Standard,Boat Trailer,2016,Silver,Auckland,1695200,343.09
1/29/2022,Trailer,Standard,Trailer,2020,Silver,Wellington,543500,67.52
1/29/2022,Harley Davidson,Standard,Roadbike,2017,Red,Auckland,1695200,343.09
1/29/2022,Suzuki,Standard,Roadbike,2018,Black,Canterbury,655000,14.72
1/29/2022,Mitsubishi,Standard,Utility,2003,Green,Northland,201500,16.11
1/29/2022,Nissan,Standard,Saloon,1999,White,Canterbury,655000,14.72
1/29/2022,Yamaha,Standard,Roadbike,2021,Black,Auckland,1695200,343.09
1/29/2022,Mazda,Standard,Stationwagon,1999,Silver,Wellington,543500,67.52
1/29/2022,Mazda,Standard,Stationwagon,1999,Silver,Wellington,543500,67.52
1/29/2022,Mazda,Standard,Utility,2005,Blue,Canterbury,655000,14.72
1/29/2022,Toyota,Standard,Saloon,2003,Silver,Bay of Plenty,347700,28.8
1/29/2022,Suzuki,Standard,Hatchback,2010,Black,Bay of Plenty,347700,28.8
1/29/2022,Toyota,Standard,Stationwagon,1999,Silver,Auckland,1695200,343.09
1/29/2022,Mazda,Standard,Hatchback,2004,White,Auckland,1695200,343.09
1/29/2022,Toyota,Standard,Stationwagon,1997,Green,Wellington,543500,67.52
1/29/2022,Mitsubishi,Standard,Stationwagon,2006,White,Canterbury,655000,14.72
1/29/2022,Toyota,Standard,Utility,2018,Blue,Auckland,1695200,343.09
1/29/2022,Trailer,Standard,Trailer,2008,Silver,Canterbury,655000,14.72
1/29/2022,BMW,Luxury,Saloon,2007,Black,Manawatū-Whanganui,258200,11.62
1/29/2022,Trailer,Standard,Trailer,2000,Silver,Bay of Plenty,347700,28.8
1/29/2022,Trailer,Standard,Trailer,2012,Silver,Wellington,543500,67.52
1/30/2022,Trailer,Standard,Trailer,2016,Silver,Canterbury,655000,14.72
1/30/2022,Suzuki,Standard,Roadbike,2002,Red,Taranaki,127300,17.55
1/30/2022,Trailer,Standard,Boat Trailer,2018,Silver,Manawatū-Whanganui,258200,11.62
1/30/2022,Suzuki,Standard,Roadbike,2007,Green,Auckland,1695200,343.09
1/30/2022,Ford,Standard,Hatchback,2001,Blue,Canterbury,655000,14.72
1/30/2022,Honda,Standard,Moped,2005,Silver,Waikato,513800,21.5
1/30/2022,Honda,Standard,Roadbike,2018,Black,Auckland,1695200,343.09
1/30/2022,Peugeot,Standard,Hatchback,2003,Yellow,Taranaki,127300,17.55
1/30/2022,Toyota,Standard,Other Truck,1997,White,Bay of Plenty,347700,28.8
1/30/2022,Honda,Standard,Stationwagon,1995,Blue,Canterbury,655000,14.72
1/30/2022,TNT Motor,Standard,Moped,2021,Black,Auckland,1695200,343.09
1/30/2022,Royal Enfield,Standard,Roadbike,2020,Black,Bay of Plenty,347700,28.8
1/30/2022,Nissan,Standard,Stationwagon,1997,Black,Auckland,1695200,343.09
1/30/2022,Ford,Standard,Stationwagon,2005,White,Waikato,513800,21.5
1/30/2022,Nissan,Standard,Stationwagon,1999,Black,Canterbury,655000,14.72
1/30/2022,Mitsubishi,Standard,Stationwagon,1997,Grey,Northland,201500,16.11
1/30/2022,Ford,Standard,Utility,2005,White,Northland,201500,16.11
1/30/2022,Toyota,Standard,Hatchback,2004,Silver,Auckland,1695200,343.09
1/30/2022,Mazda,Standard,Hatchback,2004,Blue,Waikato,513800,21.5
1/30/2022,Toyota,Standard,Utility,2012,White,Northland,201500,16.11
1/30/2022,Chery,Standard,Hatchback,2012,Black,Auckland,1695200,343.09
1/30/2022,Mazda,Standard,Stationwagon,2006,Black,Auckland,1695200,343.09
1/30/2022,Mazda,Standard,Saloon,2006,Grey,Wellington,543500,67.52
1/30/2022,Daihatsu,Standard,Hatchback,2008,Silver,Auckland,1695200,343.09
1/30/2022,Toyota,Standard,Utility,2014,Black,Canterbury,655000,14.72
1/30/2022,Mercedes-Benz,Luxury,Stationwagon,2014,Silver,Canterbury,655000,14.72
1/30/2022,Nissan,Standard,Hatchback,2006,White,Auckland,1695200,343.09
1/30/2022,Subaru,Standard,Saloon,2000,White,Auckland,1695200,343.09
1/30/2022,Nissan,Standard,Saloon,2006,White,Waikato,513800,21.5
1/30/2022,Kia,Standard,Hatchback,1996,Silver,Auckland,1695200,343.09
1/30/2022,Mazda,Standard,Hatchback,1991,Blue,Canterbury,655000,14.72
1/30/2022,Toyota,Standard,Utility,1993,White,Canterbury,655000,14.72
1/30/2022,Toyota,Standard,Utility,1997,White,Bay of Plenty,347700,28.8
1/31/2022,Honda,Standard,Roadbike,2000,Blue,Canterbury,655000,14.72
1/31/2022,Trailer,Standard,Trailer,2002,Grey,Canterbury,655000,14.72
1/31/2022,Trailer,Standard,Boat Trailer,2019,Silver,Northland,201500,16.11
1/31/2022,Suzuki,Standard,Moped,2006,Blue,Southland,102400,3.28
1/31/2022,Piaggio,Standard,Roadbike,2014,White,Auckland,1695200,343.09
1/31/2022,Nissan,Standard,Saloon,1994,Grey,Gisborne,52100,6.21
1/31/2022,Toyota,Standard,Light Van,1995,White,Auckland,1695200,343.09
1/31/2022,Ford,Standard,Utility,2004,Blue,Wellington,543500,67.52
1/31/2022,Ford,Standard,Stationwagon,2005,White,Waikato,513800,21.5
1/31/2022,Mazda,Standard,Saloon,2005,Silver,Northland,201500,16.11
1/31/2022,Nissan,Standard,Stationwagon,1997,Black,Bay of Plenty,347700,28.8
1/31/2022,Suzuki,Standard,Hatchback,2008,Black,Hawke's Bay,182700,12.92
1/31/2022,Nissan,Standard,Utility,2010,White,Nelson,54500,129.15
1/31/2022,Mazda,Standard,Hatchback,2006,White,Wellington,543500,67.52
1/31/2022,Nissan,Standard,Light Bus,2009,Silver,Northland,201500,16.11
1/31/2022,Toyota,Standard,Saloon,2005,White,Waikato,513800,21.5
1/31/2022,Toyota,Standard,Hatchback,2005,Silver,Waikato,513800,21.5
1/31/2022,Daihatsu,Standard,Hatchback,1998,Silver,Wellington,543500,67.52
1/31/2022,Holden,Standard,Stationwagon,2012,Silver,Auckland,1695200,343.09
1/31/2022,BMW,Luxury,Sports Car,2017,Black,Canterbury,655000,14.72
1/31/2022,Nissan,Standard,Saloon,1996,Yellow,Auckland,1695200,343.09
1/31/2022,Trailer,Standard,Boat Trailer,2009,Silver,Auckland,1695200,343.09
1/31/2022,Homebuilt,Standard,Trailer,2012,Grey,Otago,246000,7.89
1/31/2022,Toyota,Standard,Utility,1990,Blue,Canterbury,655000,14.72
1/31/2022,Toyota,Standard,Saloon,1992,White,Southland,102400,3.28
1/31/2022,Ford,Standard,Saloon,1998,Green,Gisborne,52100,6.21
2/1/2022,Trailer,Standard,Trailer,2018,Silver,Wellington,543500,67.52
2/1/2022,Trailer,Standard,Trailer - Heavy,2018,Silver,Hawke's Bay,182700,12.92
2/1/2022,Trailer,Standard,Trailer - Heavy,2016,Silver,Auckland,1695200,343.09
2/1/2022,Honda,Standard,Roadbike,2012,Red,Waikato,513800,21.5
2/1/2022,Daihatsu,Standard,Flat Deck Truck,2002,White,Auckland,1695200,343.09
2/1/2022,Yamaha,Standard,Roadbike,2018,White,Auckland,1695200,343.09
2/1/2022,Mazda,Standard,Utility,2004,White,Waikato,513800,21.5
2/1/2022,TNT Motor,Standard,Moped,2021,Black,Wellington,543500,67.52
2/1/2022,Toyota,Standard,Stationwagon,1998,Blue,Waikato,513800,21.5
2/1/2022,Subaru,Standard,Saloon,2000,Brown,Wellington,543500,67.52
2/1/2022,Ford,Standard,Saloon,2006,Red,Waikato,513800,21.5
2/1/2022,Honda,Standard,Saloon,1997,White,Auckland,1695200,343.09
2/1/2022,Nissan,Standard,Saloon,2006,Silver,Auckland,1695200,343.09
2/1/2022,Mazda,Standard,Hatchback,2006,White,Canterbury,655000,14.72
2/1/2022,Suzuki,Standard,Stationwagon,2016,White,Waikato,513800,21.5
2/1/2022,Toyota,Standard,Saloon,2006,Black,Auckland,1695200,343.09
2/1/2022,Toyota,Standard,Saloon,2007,Silver,Canterbury,655000,14.72
2/1/2022,Toyota,Standard,Sports Car,1996,Black,Auckland,1695200,343.09
2/1/2022,Kea,Standard,Trailer,2009,Silver,Auckland,1695200,343.09
2/1/2022,Mitsubishi,Standard,Stationwagon,2006,Black,Canterbury,655000,14.72
2/1/2022,Mitsubishi,Standard,Light Van,2002,White,Canterbury,655000,14.72
2/1/2022,Mazda,Standard,Utility,2002,White,Wellington,543500,67.52
2/1/2022,Toyota,Standard,Hatchback,2021,White,Auckland,1695200,343.09
2/1/2022,Trailer,Standard,Boat Trailer,1999,Grey,Auckland,1695200,343.09
2/1/2022,Trailer,Standard,Trailer - Heavy,2012,Silver,Bay of Plenty,347700,28.8
2/1/2022,Trailer,Standard,Trailer,2012,Silver,Canterbury,655000,14.72
2/1/2022,Trailer,Standard,Trailer,1997,Black,Northland,201500,16.11
2/1/2022,Toyota,Standard,Utility,1993,White,Northland,201500,16.11
2/1/2022,Caravan,Standard,Caravan,1990,White,Bay of Plenty,347700,28.8
2/1/2022,Nissan,Standard,Saloon,2000,Green,Gisborne,52100,6.21
2/1/2022,Nissan,Standard,Saloon,1993,Red,Wellington,543500,67.52
2/1/2022,Toyota,Standard,Hatchback,1992,Purple,Auckland,1695200,343.09
2/2/2022,Trailer,Standard,Trailer,1999,Silver,Auckland,1695200,343.09
2/2/2022,Trailer,Standard,Trailer,2019,Green,Waikato,513800,21.5
2/2/2022,Briford,Standard,Trailer,2018,Silver,Canterbury,655000,14.72
2/2/2022,Piaggio,Standard,Moped,2014,Black,Auckland,1695200,343.09
2/2/2022,Nissan,Standard,Other Truck,1996,White,Auckland,1695200,343.09
2/2/2022,Honda,Standard,Roadbike,2015,Red,Auckland,1695200,343.09
2/2/2022,Toyota,Standard,Stationwagon,2003,Silver,Auckland,1695200,343.09
2/2/2022,Yamaha,Standard,Roadbike,2020,Blue,Auckland,1695200,343.09
2/2/2022,Honda,Standard,Stationwagon,1999,Gold,Otago,246000,7.89
2/2/2022,Nissan,Standard,Saloon,1997,Silver,Northland,201500,16.11
2/2/2022,Toyota,Standard,Saloon,1998,Grey,Canterbury,655000,14.72
2/2/2022,Nissan,Standard,Saloon,1994,Grey,Canterbury,655000,14.72
2/2/2022,Subaru,Standard,Stationwagon,2004,Red,Wellington,543500,67.52
2/2/2022,Ford,Standard,Utility,1997,Red,Waikato,513800,21.5
2/2/2022,Ford,Standard,Utility,2003,Blue,Bay of Plenty,347700,28.8
2/2/2022,Toyota,Standard,Utility,1996,Red,Auckland,1695200,343.09
2/2/2022,Ssangyong,Standard,Stationwagon,2004,Black,Northland,201500,16.11
2/2/2022,Ford,Standard,Utility,2004,Blue,Bay of Plenty,347700,28.8
2/2/2022,Mazda,Standard,Saloon,2003,White,Hawke's Bay,182700,12.92
2/2/2022,Mazda,Standard,Stationwagon,1999,Black,Manawatū-Whanganui,258200,11.62
2/2/2022,Nissan,Standard,Hatchback,2015,Grey,Canterbury,655000,14.72
2/2/2022,Ford,Standard,Utility,2003,White,Otago,246000,7.89
2/2/2022,Mazda,Standard,Hatchback,2000,White,Auckland,1695200,343.09
2/2/2022,Pinto,Standard,Trailer,2011,Silver,Auckland,1695200,343.09
2/2/2022,Nissan,Standard,Saloon,1997,Green,Bay of Plenty,347700,28.8
2/3/2022,Trailer,Standard,Boat Trailer,2000,Silver,Auckland,1695200,343.09
2/3/2022,Nissan,Standard,Saloon,1989,Blue,Wellington,543500,67.52
2/3/2022,Trailer,Standard,Trailer,2020,Silver,Auckland,1695200,343.09
2/3/2022,Homebuilt,Standard,Boat Trailer,2020,Silver,Northland,201500,16.11
2/3/2022,Trailer,Standard,Trailer,2016,Silver,Bay of Plenty,347700,28.8
2/3/2022,Honda,Standard,Roadbike,2017,Yellow,Auckland,1695200,343.09
2/3/2022,Suzuki,Standard,Roadbike,2022,Red,Auckland,1695200,343.09
2/3/2022,Isuzu,Standard,Stationwagon,1997,White,Canterbury,655000,14.72
2/3/2022,Toyota,Standard,Hatchback,1998,Silver,Auckland,1695200,343.09
2/3/2022,Honda,Standard,Saloon,1996,Green,Southland,102400,3.28
2/3/2022,Toyota,Standard,Light Van,1996,Grey,Auckland,1695200,343.09
2/3/2022,Mazda,Standard,Stationwagon,2005,Grey,Otago,246000,7.89
2/3/2022,Mitsubishi,Standard,Hatchback,2004,Grey,Auckland,1695200,343.09
2/3/2022,Suzuki,Standard,Hatchback,2006,Orange,Bay of Plenty,347700,28.8
2/3/2022,Toyota,Standard,Stationwagon,2005,Silver,Canterbury,655000,14.72
2/3/2022,Nissan,Standard,Stationwagon,1997,Black,Wellington,543500,67.52
2/3/2022,Toyota,Standard,Hatchback,2007,Grey,Auckland,1695200,343.09
2/3/2022,Toyota,Standard,Stationwagon,2004,White,Auckland,1695200,343.09
2/3/2022,Toyota,Standard,Hatchback,2014,White,Waikato,513800,21.5
2/3/2022,Toyota,Standard,Saloon,2007,Black,Auckland,1695200,343.09
2/3/2022,Toyota,Standard,Hatchback,1993,White,Hawke's Bay,182700,12.92
2/3/2022,Toyota,Standard,Utility,1997,White,Northland,201500,16.11
2/4/2022,Trailer,Standard,Trailer,2014,Silver,Auckland,1695200,343.09
2/4/2022,Trailer,Standard,Trailer,2019,Silver,Hawke's Bay,182700,12.92
2/4/2022,Trailer,Standard,Trailer,2016,Silver,Canterbury,655000,14.72
2/4/2022,Factory Built,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
2/4/2022,Suzuki,Standard,Roadbike,2019,Blue,Auckland,1695200,343.09
2/4/2022,Honda,Standard,Roadbike,2019,Black,Auckland,1695200,343.09
2/4/2022,Mazda,Standard,Utility,2005,Black,Bay of Plenty,347700,28.8
2/4/2022,Toyota,Standard,Saloon,1999,Silver,Canterbury,655000,14.72
2/4/2022,Mazda,Standard,Stationwagon,2002,White,Bay of Plenty,347700,28.8
2/4/2022,Nissan,Standard,Stationwagon,1999,Black,Auckland,1695200,343.09
2/4/2022,Mitsubishi,Standard,Light Van,2009,White,Auckland,1695200,343.09
2/4/2022,Ford,Standard,Utility,2003,Red,Auckland,1695200,343.09
2/4/2022,Holden,Standard,Stationwagon,2012,White,Auckland,1695200,343.09
2/4/2022,BMW,Luxury,Sports Car,2006,Grey,Gisborne,52100,6.21
2/4/2022,Ford,Standard,Hatchback,1995,Red,Wellington,543500,67.52
2/4/2022,BMW,Luxury,Sports Car,1999,Silver,Bay of Plenty,347700,28.8
2/4/2022,Toyota,Standard,Stationwagon,1995,Grey,Canterbury,655000,14.72
2/4/2022,Kia,Standard,Saloon,2005,Black,Gisborne,52100,6.21
2/4/2022,BMW,Luxury,Hatchback,2007,Black,Canterbury,655000,14.72
2/4/2022,Toyota,Standard,Hatchback,2015,White,Auckland,1695200,343.09
2/4/2022,Maserati,Luxury,Stationwagon,2019,Black,Auckland,1695200,343.09
2/4/2022,Trailer,Standard,Trailer - Heavy,2011,Yellow,Manawatū-Whanganui,258200,11.62
2/4/2022,Toyota,Standard,Utility,1992,White,Wellington,543500,67.52
2/4/2022,Trailer,Standard,Trailer,2012,Silver,Waikato,513800,21.5
2/5/2022,Briford,Standard,Trailer,1985,Grey,Canterbury,655000,14.72
2/5/2022,Aakron Xpress,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
2/5/2022,Piaggio,Standard,Moped,2005,Blue,Auckland,1695200,343.09
2/5/2022,Ford,Standard,Utility,2001,White,Auckland,1695200,343.09
2/5/2022,KTM,Standard,Roadbike,2019,White,Wellington,543500,67.52
2/5/2022,Aprilia,Standard,Roadbike,2015,Black,Wellington,543500,67.52
2/5/2022,Nissan,Standard,Saloon,1996,Silver,Waikato,513800,21.5
2/5/2022,Toyota,Standard,Light Van,2000,White,Auckland,1695200,343.09
2/5/2022,Holden,Standard,Utility,2007,Silver,Gisborne,52100,6.21
2/5/2022,Honda,Standard,Stationwagon,1999,Silver,Auckland,1695200,343.09
2/5/2022,Mazda,Standard,Stationwagon,2001,White,Otago,246000,7.89
2/5/2022,Toyota,Standard,Stationwagon,1996,Silver,Auckland,1695200,343.09
2/5/2022,Mitsubishi,Standard,Saloon,2004,Blue,Auckland,1695200,343.09
2/5/2022,Suzuki,Standard,Hatchback,2005,Silver,Auckland,1695200,343.09
2/5/2022,Nissan,Standard,Hatchback,2004,Silver,Auckland,1695200,343.09
2/5/2022,Volkswagen,Standard,Hatchback,2006,Silver,Auckland,1695200,343.09
2/5/2022,Toyota,Standard,Hatchback,2006,Silver,Auckland,1695200,343.09
2/5/2022,Mazda,Standard,Utility,2003,White,Waikato,513800,21.5
2/5/2022,Lexus,Luxury,Saloon,2006,Silver,Bay of Plenty,347700,28.8
2/5/2022,Subaru,Standard,Saloon,1993,White,Wellington,543500,67.52
2/5/2022,Honda,Standard,Saloon,1999,Red,Auckland,1695200,343.09
2/6/2022,Trailer,Standard,Trailer - Heavy,2021,Silver,Bay of Plenty,347700,28.8
2/6/2022,Honda,Standard,Roadbike,2009,Silver,Canterbury,655000,14.72
2/6/2022,Piaggio,Standard,Moped,2012,White,Auckland,1695200,343.09
2/6/2022,Keeway,Standard,Moped,2008,Black,Canterbury,655000,14.72
2/6/2022,Suzuki,Standard,Moped,2007,Grey,Wellington,543500,67.52
2/6/2022,Honda,Standard,Saloon,2003,Silver,Auckland,1695200,343.09
2/6/2022,Honda,Standard,Stationwagon,1996,Silver,Auckland,1695200,343.09
2/6/2022,Toyota,Standard,Light Van,1998,White,Manawatū-Whanganui,258200,11.62
2/6/2022,Nissan,Standard,Stationwagon,2007,White,Auckland,1695200,343.09
2/6/2022,Holden,Standard,Saloon,2008,Red,Gisborne,52100,6.21
2/6/2022,Mazda,Standard,Hatchback,2001,Green,Auckland,1695200,343.09
2/6/2022,Nissan,Standard,Utility,2013,Black,Waikato,513800,21.5
2/6/2022,Mazda,Standard,Stationwagon,2006,Purple,Gisborne,52100,6.21
2/6/2022,Nissan,Standard,Saloon,2006,Silver,Waikato,513800,21.5
2/6/2022,Suzuki,Standard,Hatchback,2006,Red,Auckland,1695200,343.09
2/6/2022,Toyota,Standard,Utility,2010,Silver,Bay of Plenty,347700,28.8
2/6/2022,BMW,Luxury,Saloon,2007,Blue,Auckland,1695200,343.09
2/6/2022,Mazda,Standard,Stationwagon,2008,Black,Auckland,1695200,343.09
2/6/2022,Subaru,Standard,Hatchback,2009,Black,Auckland,1695200,343.09
2/6/2022,Toyota,Standard,Stationwagon,2006,Silver,Waikato,513800,21.5
2/6/2022,Hyundai,Standard,Stationwagon,2009,Black,Canterbury,655000,14.72
2/6/2022,Mitsubishi,Standard,Light Van,2013,White,Auckland,1695200,343.09
2/6/2022,Trailer,Standard,Trailer,2011,Silver,Wellington,543500,67.52
2/6/2022,Trailer,Standard,Trailer,2001,Silver,Bay of Plenty,347700,28.8
2/7/2022,Trailer,Standard,Trailer,1998,Yellow,Canterbury,655000,14.72
2/7/2022,Scomadi,Standard,Roadbike,2016,Grey,Auckland,1695200,343.09
2/7/2022,Kawasaki,Standard,Roadbike,2009,Black,Wellington,543500,67.52
2/7/2022,Triumph,Standard,Roadbike,2019,Silver,Auckland,1695200,343.09
2/7/2022,Audi,Standard,Stationwagon,2004,Red,Wellington,543500,67.52
2/7/2022,Kawasaki,Standard,Roadbike,2019,White,Auckland,1695200,343.09
2/7/2022,Holden,Standard,Utility,2004,White,Taranaki,127300,17.55
2/7/2022,Subaru,Standard,Stationwagon,1998,Silver,Canterbury,655000,14.72
2/7/2022,Suzuki,Standard,Stationwagon,1994,Red,Manawatū-Whanganui,258200,11.62
2/7/2022,Suzuki,Standard,Stationwagon,1998,White,Northland,201500,16.11
2/7/2022,Saab,Standard,Saloon,2006,Silver,Auckland,1695200,343.09
2/7/2022,Mazda,Standard,Utility,2006,White,Waikato,513800,21.5
2/7/2022,Toyota,Standard,Saloon,2006,Blue,Auckland,1695200,343.09
2/7/2022,Isuzu,Standard,Other Truck,1995,White,Waikato,513800,21.5
2/7/2022,Toyota,Standard,Light Van,1997,White,Auckland,1695200,343.09
2/7/2022,Mazda,Standard,Stationwagon,1999,Blue,Wellington,543500,67.52
2/7/2022,Subaru,Standard,Saloon,2002,Silver,Auckland,1695200,343.09
2/7/2022,Nissan,Standard,Saloon,2003,Silver,Auckland,1695200,343.09
2/7/2022,Ford,Standard,Hatchback,2012,Grey,Manawatū-Whanganui,258200,11.62
2/7/2022,Toyota,Standard,Hatchback,2013,Blue,Waikato,513800,21.5
2/7/2022,Mitsubishi,Standard,Saloon,2004,Blue,Auckland,1695200,343.09
2/7/2022,Ford,Standard,Stationwagon,2005,Blue,Northland,201500,16.11
2/7/2022,Toyota,Standard,Saloon,2005,Silver,Auckland,1695200,343.09
2/7/2022,Mitsubishi,Standard,Hatchback,2008,Black,Auckland,1695200,343.09
2/7/2022,Mazda,Standard,Stationwagon,2008,Black,Canterbury,655000,14.72
2/7/2022,Toyota,Standard,Utility,1996,White,Northland,201500,16.11
2/7/2022,Nissan,Standard,Stationwagon,2011,Silver,Auckland,1695200,343.09
2/7/2022,Ford,Standard,Utility,1998,White,Canterbury,655000,14.72
2/7/2022,Audi,Standard,Stationwagon,2006,Grey,Waikato,513800,21.5
2/8/2022,Trailer,Standard,Trailer,2021,Silver,Wellington,543500,67.52
2/8/2022,Homebuilt,Standard,Trailer,1992,White,Canterbury,655000,14.72
2/8/2022,Forza,Standard,Moped,2014,Cream,Auckland,1695200,343.09
2/8/2022,Forza,Standard,Moped,2019,Black,Auckland,1695200,343.09
2/8/2022,Honda,Standard,Roadbike,1996,Red,Auckland,1695200,343.09
2/8/2022,Mazda,Standard,Stationwagon,2005,Grey,Southland,102400,3.28
2/8/2022,Nissan,Standard,Hatchback,2005,Silver,Auckland,1695200,343.09
2/8/2022,Toyota,Standard,Stationwagon,2014,Blue,Canterbury,655000,14.72
2/8/2022,Factory Built,Standard,Trailer,2007,Silver,Bay of Plenty,347700,28.8
2/8/2022,Toyota,Standard,Light Van,2009,Silver,Waikato,513800,21.5
2/8/2022,Trailer,Standard,Trailer,2007,Grey,Canterbury,655000,14.72
2/8/2022,Nissan,Standard,Stationwagon,2005,White,Northland,201500,16.11
2/8/2022,Mazda,Standard,Saloon,2007,Silver,Hawke's Bay,182700,12.92
2/8/2022,BMW,Luxury,Hatchback,2012,Red,Auckland,1695200,343.09
2/8/2022,Ford,Standard,Light Bus,2020,White,Auckland,1695200,343.09
2/8/2022,Toyota,Standard,Utility,2020,White,Manawatū-Whanganui,258200,11.62
2/8/2022,Holden,Standard,Saloon,2001,Blue,Waikato,513800,21.5
2/8/2022,Trailer,Standard,Trailer,2006,Green,Auckland,1695200,343.09
2/8/2022,Trailer,Standard,Trailer,2013,Silver,Canterbury,655000,14.72
2/8/2022,Ford,Standard,Utility,2000,White,Auckland,1695200,343.09
2/9/2022,Trailer,Standard,Trailer,2022,Silver,Auckland,1695200,343.09
2/9/2022,Trailer,Standard,Trailer,2017,Silver,Wellington,543500,67.52
2/9/2022,Toyota,Standard,Saloon,2004,Black,Bay of Plenty,347700,28.8
2/9/2022,Toyota,Standard,Light Van,1997,White,Auckland,1695200,343.09
2/9/2022,Holden,Standard,Stationwagon,2008,White,Auckland,1695200,343.09
2/9/2022,Trailer,Standard,Trailer,2005,Grey,Wellington,543500,67.52
2/9/2022,Mazda,Standard,Hatchback,2005,Silver,Waikato,513800,21.5
2/9/2022,Nissan,Standard,Stationwagon,2005,Black,Bay of Plenty,347700,28.8
2/9/2022,Honda,Standard,Stationwagon,2006,Brown,Manawatū-Whanganui,258200,11.62
2/9/2022,Honda,Standard,Saloon,2000,Red,Auckland,1695200,343.09
2/9/2022,Toyota,Standard,Light Van,2008,Blue,Wellington,543500,67.52
2/9/2022,Toyota,Standard,Hatchback,2014,Silver,Bay of Plenty,347700,28.8
2/9/2022,Audi,Standard,Stationwagon,2015,Grey,Auckland,1695200,343.09
2/9/2022,Suzuki,Standard,Stationwagon,1997,Blue,Northland,201500,16.11
2/9/2022,Trailer,Standard,Trailer,2014,Silver,Canterbury,655000,14.72
2/10/2022,Triumph,Standard,Roadbike,2004,Red,Manawatū-Whanganui,258200,11.62
2/10/2022,Briford,Standard,Trailer,2008,Silver,Auckland,1695200,343.09
2/10/2022,Homebuilt,Standard,Trailer,1990,Grey,Canterbury,655000,14.72
2/10/2022,Husqvarna,Standard,Roadbike,2014,White,Canterbury,655000,14.72
2/10/2022,Moped,Standard,Moped,2015,Red,Auckland,1695200,343.09
2/10/2022,Husqvarna,Standard,Roadbike,2019,Silver,Wellington,543500,67.52
2/10/2022,Mitsubishi,Standard,Stationwagon,1999,Silver,Auckland,1695200,343.09
2/10/2022,Toyota,Standard,Stationwagon,1996,Green,Bay of Plenty,347700,28.8
2/10/2022,Nissan,Standard,Stationwagon,1993,Grey,Auckland,1695200,343.09
2/10/2022,KTM,Standard,Roadbike,2008,Orange,Canterbury,655000,14.72
2/10/2022,Kawasaki,Standard,Roadbike,2010,Green,Wellington,543500,67.52
2/10/2022,Mazda,Standard,Utility,2005,White,Auckland,1695200,343.09
2/10/2022,Toyota,Standard,Stationwagon,1996,Green,Auckland,1695200,343.09
2/10/2022,Ford,Standard,Utility,2003,Silver,Waikato,513800,21.5
2/10/2022,KTM,Standard,Roadbike,2011,Orange,Canterbury,655000,14.72
2/10/2022,Nissan,Standard,Cab and Chassis Only,2010,Blue,Wellington,543500,67.52
2/10/2022,Nissan,Standard,Stationwagon,1997,Black,Hawke's Bay,182700,12.92
2/10/2022,BMW,Luxury,Saloon,2005,Black,Auckland,1695200,343.09
2/10/2022,Homebuilt,Standard,Trailer,2007,Grey,Auckland,1695200,343.09
2/10/2022,BMW,Luxury,Saloon,2005,Silver,Auckland,1695200,343.09
2/10/2022,Subaru,Standard,Stationwagon,2009,Blue,Canterbury,655000,14.72
2/10/2022,Nissan,Standard,Hatchback,2006,Blue,Canterbury,655000,14.72
2/10/2022,Nissan,Standard,Light Van,2014,Silver,Auckland,1695200,343.09
2/10/2022,Trailer,Standard,Trailer,2008,Silver,Canterbury,655000,14.72
2/10/2022,Nissan,Standard,Saloon,2005,White,Canterbury,655000,14.72
2/10/2022,Trailer,Standard,Boat Trailer,2011,Grey,Auckland,1695200,343.09
2/10/2022,Holden,Standard,Utility,1996,Green,Nelson,54500,129.15
2/11/2022,Triumph,Standard,Roadbike,2002,Silver,Northland,201500,16.11
2/11/2022,Titan,Standard,Trailer,2018,Silver,Auckland,1695200,343.09
2/11/2022,Nissan,Standard,Utility,2003,Blue,Manawatū-Whanganui,258200,11.62
2/11/2022,Subaru,Standard,Stationwagon,1997,Black,Bay of Plenty,347700,28.8
2/11/2022,Subaru,Standard,Stationwagon,1998,Silver,Auckland,1695200,343.09
2/11/2022,Aprilia,Standard,Roadbike,2021,Red,Wellington,543500,67.52
2/11/2022,Kawasaki,Standard,Roadbike,2021,Black,Auckland,1695200,343.09
2/11/2022,Toyota,Standard,Light Van,2004,White,Auckland,1695200,343.09
2/11/2022,Ford,Standard,Utility,2004,Red,Wellington,543500,67.52
2/11/2022,Nissan,Standard,Saloon,1998,White,Canterbury,655000,14.72
2/11/2022,Holden,Standard,Saloon,2006,Silver,Waikato,513800,21.5
2/11/2022,Toyota,Standard,Stationwagon,1996,Silver,Canterbury,655000,14.72
2/11/2022,Toyota,Standard,Stationwagon,1997,Silver,Otago,246000,7.89
2/11/2022,Volkswagen,Standard,Stationwagon,2002,Blue,Auckland,1695200,343.09
2/11/2022,Isuzu,Standard,Stationwagon,1998,Gold,Canterbury,655000,14.72
2/11/2022,Ford,Standard,Hatchback,2006,Black,Gisborne,52100,6.21
2/11/2022,Honda,Standard,Saloon,1997,Silver,Manawatū-Whanganui,258200,11.62
